date,wdsp,hm,ddhm,hg,glorad,maxtp,mintp,rain,soil,cbl,pe,evap,station_no,station_name
2003-08-14,6.7,13.0,60.0,17.0,2432.0,19.2,9.0,0.0,,1020.2,,,275,Mace Head
2003-08-15,6.5,12.0,280.0,15.0,2284.0,19.3,11.2,0.0,,1018.7,,,275,Mace Head
2003-08-16,5.7,10.0,200.0,13.0,2084.0,19.4,11.0,0.0,,1015.6,,,275,Mace Head
2003-08-17,16.9,26.0,180.0,34.0,954.0,17.0,14.4,3.3,,1008.3,,,275,Mace Head
2003-08-18,18.5,23.0,270.0,28.0,1225.0,17.1,13.1,0.2,,1011.9,,,275,Mace Head
2003-08-19,15.1,22.0,260.0,26.0,1211.0,16.5,12.6,0.5,,1017.5,,,275,Mace Head
2003-08-20,13.9,22.0,210.0,28.0,1242.0,18.0,14.1,0.9,,1015.2,,,275,Mace Head
2003-08-21,20.6,27.0,220.0,34.0,446.0,17.2,14.7,0.4,,1009.0,,,275,Mace Head
2003-08-22,9.9,16.0,250.0,19.0,679.0,17.6,14.5,3.8,,1012.2,,,275,Mace Head
2003-08-23,7.0,14.0,230.0,18.0,982.0,20.1,16.2,1.0,,1017.3,,,275,Mace Head
2003-08-24,12.8,20.0,90.0,26.0,1648.0,26.1,16.9,0.0,,1017.6,,,275,Mace Head
2003-08-25,14.8,21.0,100.0,28.0,1074.0,21.3,14.7,0.2,,1016.2,,,275,Mace Head
2003-08-26,14.4,21.0,80.0,28.0,1144.0,19.8,13.9,0.0,,1014.6,,,275,Mace Head
2003-08-27,12.5,19.0,60.0,24.0,1919.0,21.0,12.9,0.0,,1012.7,,,275,Mace Head
2003-08-28,10.3,15.0,20.0,21.0,1331.0,17.5,10.1,0.0,,1009.8,,,275,Mace Head
2003-08-29,9.9,21.0,330.0,26.0,1931.0,18.1,11.4,0.2,,1015.2,,,275,Mace Head
2003-08-30,9.1,16.0,310.0,23.0,1741.0,17.4,10.0,0.2,,1020.4,,,275,Mace Head
2003-08-31,8.8,19.0,350.0,23.0,1137.0,17.1,11.1,0.0,,1022.8,,,275,Mace Head
2003-09-01,,12.0,290.0,15.0,,,,,,,,,275,Mace Head
2003-09-02,6.6,12.0,280.0,14.0,1726.0,18.2,12.5,0.0,,1026.5,,,275,Mace Head
2003-09-03,5.3,11.0,220.0,14.0,1357.0,18.0,13.4,0.2,,1026.2,,,275,Mace Head
2003-09-04,13.5,17.0,210.0,22.0,1168.0,17.8,14.8,0.2,,1019.5,,,275,Mace Head
2003-09-05,10.2,23.0,170.0,31.0,1196.0,17.5,11.7,10.8,,1012.8,,,275,Mace Head
2003-09-06,13.2,19.0,180.0,27.0,1766.0,16.9,11.8,3.4,,1012.0,,,275,Mace Head
2003-09-07,11.3,19.0,190.0,24.0,1256.0,16.1,9.9,12.2,,1007.3,,,275,Mace Head
2003-09-08,10.9,22.0,320.0,29.0,1667.0,16.4,9.3,0.3,,1010.8,,,275,Mace Head
2003-09-09,17.1,25.0,280.0,32.0,553.0,16.1,11.9,2.4,,1010.2,,,275,Mace Head
2003-09-10,14.1,26.0,290.0,33.0,900.0,17.5,13.3,1.9,,1010.5,,,275,Mace Head
2003-09-11,19.4,30.0,270.0,37.0,1461.0,16.9,14.1,1.7,,1017.0,,,275,Mace Head
2003-09-12,,20.0,150.0,27.0,,,,,,,,,275,Mace Head
2003-10-07,18.2,34.0,280.0,40.0,390.0,14.2,11.4,1.5,,1011.7,,,275,Mace Head
2003-10-08,20.8,24.0,270.0,31.0,692.0,15.5,13.2,0.4,,1017.7,,,275,Mace Head
2003-10-09,20.4,26.0,240.0,39.0,343.0,15.3,12.1,0.2,,1014.8,,,275,Mace Head
2003-10-10,10.3,18.0,280.0,21.0,841.0,14.6,12.2,0.5,,1015.7,,,275,Mace Head
2003-10-11,11.1,18.0,150.0,22.0,515.0,15.5,13.3,0.3,,1016.8,,,275,Mace Head
2003-10-12,12.6,19.0,160.0,26.0,194.0,14.8,12.6,0.0,,1013.8,,,275,Mace Head
2003-10-13,9.9,15.0,140.0,20.0,1029.0,17.0,10.8,0.1,,1013.6,,,275,Mace Head
2003-10-14,12.8,18.0,120.0,24.0,789.0,17.2,12.9,0.0,,1017.3,,,275,Mace Head
2003-10-15,13.5,19.0,90.0,25.0,384.0,14.1,8.7,0.0,,1021.6,,,275,Mace Head
2003-10-16,12.7,17.0,110.0,22.0,376.0,13.7,7.0,0.0,,1022.3,,,275,Mace Head
2003-10-17,14.8,23.0,100.0,28.0,1037.0,14.1,7.4,0.0,,1019.3,,,275,Mace Head
2003-10-18,12.9,23.0,80.0,29.0,793.0,13.2,6.2,0.0,,1016.1,,,275,Mace Head
2003-10-19,11.9,18.0,50.0,23.0,735.0,10.8,6.0,0.0,,1014.7,,,275,Mace Head
2003-10-20,8.9,18.0,60.0,24.0,932.0,10.9,2.7,0.9,,1015.7,,,275,Mace Head
2003-10-21,8.4,15.0,350.0,24.0,753.0,9.7,3.3,3.4,,1012.2,,,275,Mace Head
2003-10-22,10.6,20.0,20.0,27.0,970.0,9.6,1.7,0.0,,1013.9,,,275,Mace Head
2003-10-23,7.9,15.0,60.0,19.0,921.0,11.5,2.8,0.0,,1021.4,,,275,Mace Head
2003-10-24,7.7,20.0,340.0,24.0,842.0,11.2,3.7,0.1,,1027.2,,,275,Mace Head
2003-10-25,10.7,26.0,310.0,33.0,465.0,11.6,4.4,0.4,,1023.9,,,275,Mace Head
2003-10-26,6.3,17.0,330.0,25.0,718.0,12.0,5.9,0.8,,1018.2,,,275,Mace Head
2003-10-27,7.1,14.0,240.0,17.0,596.0,13.3,6.0,0.1,,1017.0,,,275,Mace Head
2003-10-28,12.1,19.0,260.0,25.0,399.0,12.7,9.8,0.9,,1005.6,,,275,Mace Head
2003-11-01,18.0,38.0,180.0,49.0,150.0,12.9,3.6,6.6,,988.2,,,275,Mace Head
2003-11-02,23.3,32.0,250.0,43.0,515.0,11.9,8.7,8.4,,976.1,,,275,Mace Head
2003-11-03,21.5,33.0,300.0,48.0,540.0,12.0,8.8,2.1,,993.4,,,275,Mace Head
2003-11-04,26.1,35.0,180.0,45.0,97.0,14.6,10.9,2.4,,1005.2,,,275,Mace Head
2003-11-05,22.9,34.0,270.0,42.0,71.0,13.9,11.6,7.6,,1000.8,,,275,Mace Head
2003-11-06,17.9,27.0,120.0,36.0,492.0,14.9,9.6,0.0,,1011.3,,,275,Mace Head
2003-11-07,16.5,25.0,140.0,31.0,192.0,16.0,9.0,0.0,,1014.2,,,275,Mace Head
2003-11-08,20.5,27.0,110.0,36.0,361.0,10.4,7.0,0.0,,1010.2,,,275,Mace Head
2003-11-09,20.3,25.0,100.0,37.0,351.0,13.2,6.7,10.6,,1002.0,,,275,Mace Head
2003-11-10,15.3,24.0,150.0,30.0,433.0,12.2,10.1,4.8,,1009.4,,,275,Mace Head
2003-11-11,19.1,28.0,150.0,35.0,77.0,12.3,10.2,13.6,,1003.7,,,275,Mace Head
2003-11-12,18.9,26.0,190.0,36.0,267.0,11.7,8.8,5.6,,1008.3,,,275,Mace Head
2003-11-13,17.6,28.0,80.0,39.0,138.0,11.8,8.7,10.5,,994.5,,,275,Mace Head
2003-11-14,30.0,47.0,300.0,60.0,176.0,11.7,8.9,4.0,,992.9,,,275,Mace Head
2003-11-15,12.7,21.0,290.0,27.0,298.0,10.1,7.6,2.2,,1012.2,,,275,Mace Head
2003-11-16,10.3,24.0,210.0,30.0,341.0,12.0,5.0,0.8,,1014.9,,,275,Mace Head
2003-11-17,16.6,24.0,250.0,30.0,134.0,13.0,11.8,1.2,,1012.3,,,275,Mace Head
2003-11-18,23.1,31.0,220.0,41.0,86.0,13.1,12.2,0.4,,1010.6,,,275,Mace Head
2003-11-19,11.5,32.0,210.0,42.0,147.0,12.9,9.4,3.2,,1010.5,,,275,Mace Head
2003-11-20,16.1,26.0,230.0,32.0,414.0,11.0,7.0,3.3,,1005.5,,,275,Mace Head
2003-11-21,10.5,21.0,240.0,28.0,315.0,10.3,5.4,2.1,,1002.9,,,275,Mace Head
2003-11-22,11.1,29.0,240.0,35.0,351.0,10.3,5.5,0.9,,1000.5,,,275,Mace Head
2003-11-23,10.4,21.0,320.0,27.0,445.0,10.3,5.6,0.0,,1005.5,,,275,Mace Head
2003-11-24,19.2,30.0,210.0,37.0,147.0,12.1,5.0,1.6,,1001.9,,,275,Mace Head
2003-11-25,18.7,30.0,270.0,40.0,168.0,10.4,5.7,7.5,,987.7,,,275,Mace Head
2003-11-26,17.4,31.0,270.0,37.0,332.0,8.7,4.7,0.7,,984.3,,,275,Mace Head
2003-11-27,15.8,28.0,300.0,38.0,259.0,9.4,4.5,0.3,,996.0,,,275,Mace Head
2003-11-28,18.3,27.0,200.0,33.0,167.0,11.7,7.7,10.4,,996.0,,,275,Mace Head
2003-11-29,16.4,27.0,260.0,39.0,338.0,10.1,6.4,11.3,,990.2,,,275,Mace Head
2003-11-30,12.1,28.0,230.0,39.0,303.0,8.5,2.8,2.1,,996.1,,,275,Mace Head
2003-12-01,10.1,22.0,340.0,28.0,450.0,8.6,1.2,0.0,,1007.9,,,275,Mace Head
2003-12-02,8.6,17.0,340.0,22.0,93.0,9.0,6.2,0.0,,1015.9,,,275,Mace Head
2003-12-03,7.3,15.0,340.0,19.0,355.0,10.7,4.8,0.0,,1025.5,,,275,Mace Head
2003-12-04,2.9,7.0,150.0,9.0,391.0,10.5,3.0,0.0,,1032.3,,,275,Mace Head
2003-12-05,3.3,8.0,90.0,9.0,318.0,10.4,4.4,0.0,,1030.4,,,275,Mace Head
2003-12-06,,18.0,80.0,25.0,,,,,,,,,275,Mace Head
2003-12-10,15.2,22.0,200.0,27.0,75.0,10.7,9.4,12.2,,1002.9,,,275,Mace Head
2003-12-11,8.1,22.0,120.0,30.0,246.0,10.3,4.1,0.5,,1004.9,,,275,Mace Head
2003-12-12,16.4,20.0,170.0,26.0,39.0,11.7,5.5,15.6,,1005.4,,,275,Mace Head
2003-12-13,24.8,37.0,290.0,48.0,189.0,10.9,7.1,0.8,,1006.9,,,275,Mace Head
2003-12-14,16.7,32.0,290.0,46.0,196.0,9.8,5.3,0.0,,1020.4,,,275,Mace Head
2003-12-15,10.5,19.0,150.0,25.0,220.0,8.5,3.5,0.0,,1024.6,,,275,Mace Head
2003-12-16,13.9,19.0,140.0,25.0,79.0,10.8,8.3,0.3,,1017.2,,,275,Mace Head
2003-12-17,12.8,17.0,150.0,22.0,231.0,10.5,9.1,0.0,,1012.5,,,275,Mace Head
2003-12-18,10.4,15.0,230.0,19.0,50.0,10.7,9.1,2.0,,1010.7,,,275,Mace Head
2003-12-19,7.3,13.0,170.0,17.0,92.0,10.0,7.7,1.7,,1011.2,,,275,Mace Head
2003-12-20,22.1,39.0,310.0,53.0,212.0,9.9,4.3,9.7,,1004.2,,,275,Mace Head
2003-12-21,19.7,31.0,320.0,44.0,247.0,8.4,2.3,3.0,,1019.8,,,275,Mace Head
2003-12-22,12.9,25.0,270.0,32.0,97.0,9.9,1.1,1.6,,1030.1,,,275,Mace Head
2003-12-23,18.4,24.0,260.0,32.0,100.0,10.5,9.2,0.5,,1024.2,,,275,Mace Head
2003-12-24,20.6,28.0,220.0,36.0,106.0,11.0,9.7,0.3,,1018.0,,,275,Mace Head
2003-12-25,18.7,28.0,220.0,36.0,,,,,,,,,275,Mace Head
2003-12-31,21.9,37.0,190.0,48.0,17.0,10.9,2.3,14.2,,1010.3,,,275,Mace Head
2004-01-01,23.9,35.0,310.0,51.0,153.0,9.6,7.2,0.4,,1010.8,,,275,Mace Head
2004-01-02,9.1,16.0,310.0,21.0,63.0,10.4,5.4,7.5,,1017.3,,,275,Mace Head
2004-01-03,6.4,15.0,310.0,18.0,227.0,9.7,3.8,0.0,,1017.2,,,275,Mace Head
2004-01-04,12.2,19.0,210.0,23.0,39.0,10.5,3.8,4.2,,1014.9,,,275,Mace Head
2004-01-05,18.3,25.0,190.0,33.0,183.0,11.1,8.4,2.1,,1007.1,,,275,Mace Head
2004-01-06,20.2,29.0,250.0,37.0,212.0,10.8,8.1,2.3,,1002.9,,,275,Mace Head
2004-01-07,20.3,30.0,150.0,39.0,65.0,11.0,7.6,25.5,,989.8,,,275,Mace Head
2004-01-08,19.8,32.0,260.0,40.0,222.0,9.4,7.1,1.7,,982.3,,,275,Mace Head
2004-01-09,25.3,42.0,260.0,57.0,267.0,10.6,5.3,3.3,,993.6,,,275,Mace Head
2004-01-10,21.3,35.0,240.0,47.0,230.0,11.6,8.5,4.2,,993.8,,,275,Mace Head
2004-01-11,32.4,47.0,250.0,64.0,232.0,9.1,3.8,2.4,,989.1,,,275,Mace Head
2004-01-12,23.8,41.0,240.0,54.0,302.0,9.3,5.5,11.3,,980.7,,,275,Mace Head
2004-01-13,26.2,39.0,270.0,54.0,249.0,8.4,4.4,3.8,,980.5,,,275,Mace Head
2004-01-14,21.6,38.0,280.0,52.0,147.0,7.6,1.6,11.8,,995.1,,,275,Mace Head
2004-01-15,23.6,41.0,290.0,55.0,197.0,10.0,5.8,24.5,,990.9,,,275,Mace Head
2004-01-16,13.5,25.0,300.0,34.0,352.0,8.9,3.6,0.3,,992.5,,,275,Mace Head
2004-01-17,5.2,12.0,310.0,15.0,461.0,8.1,1.2,0.0,,1008.8,,,275,Mace Head
2004-01-18,14.3,22.0,240.0,28.0,161.0,9.8,2.4,0.0,,1023.6,,,275,Mace Head
2004-01-19,18.0,26.0,270.0,32.0,118.0,10.2,8.9,0.1,,1020.2,,,275,Mace Head
2004-01-20,11.0,20.0,270.0,24.0,140.0,10.1,8.2,0.0,,1018.1,,,275,Mace Head
2004-01-21,14.1,23.0,190.0,30.0,146.0,10.2,8.8,0.6,,1011.7,,,275,Mace Head
2004-01-22,8.2,19.0,200.0,22.0,203.0,10.1,7.1,0.2,,1005.3,,,275,Mace Head
2004-01-23,16.6,27.0,270.0,36.0,187.0,10.2,6.8,4.6,,1007.0,,,275,Mace Head
2004-01-24,19.5,33.0,270.0,41.0,433.0,8.7,5.2,1.9,,1013.4,,,275,Mace Head
2004-01-25,5.7,19.0,280.0,26.0,268.0,6.7,0.4,0.6,,1009.8,,,275,Mace Head
2004-01-26,7.6,13.0,60.0,18.0,551.0,5.5,-0.3,0.0,,1008.8,,,275,Mace Head
2004-01-27,8.5,22.0,290.0,30.0,396.0,6.8,0.3,0.6,,1013.1,,,275,Mace Head
2004-01-28,13.5,26.0,300.0,37.0,289.0,7.9,0.6,0.5,,1011.2,,,275,Mace Head
2004-01-29,12.1,22.0,210.0,26.0,303.0,7.7,0.6,0.3,,1008.2,,,275,Mace Head
2004-01-30,15.9,27.0,240.0,33.0,144.0,9.9,6.0,8.2,,992.9,,,275,Mace Head
2004-01-31,15.0,31.0,290.0,38.0,300.0,10.1,6.8,16.6,,979.9,,,275,Mace Head
2004-02-01,21.3,35.0,210.0,49.0,228.0,10.1,7.7,11.0,,995.5,,,275,Mace Head
2004-02-02,22.1,33.0,180.0,42.0,93.0,11.4,8.7,14.2,,997.6,,,275,Mace Head
2004-02-03,23.0,37.0,190.0,47.0,440.0,12.3,9.4,1.6,,998.5,,,275,Mace Head
2004-02-04,18.7,25.0,210.0,31.0,159.0,11.3,8.8,2.3,,1004.0,,,275,Mace Head
2004-02-05,25.3,35.0,230.0,52.0,442.0,11.3,7.6,0.8,,1007.1,,,275,Mace Head
2004-02-06,20.4,31.0,240.0,39.0,299.0,9.1,6.9,1.0,,1006.2,,,275,Mace Head
2004-02-07,27.3,40.0,310.0,54.0,496.0,8.4,5.1,0.9,,1015.0,,,275,Mace Head
2004-02-08,11.1,28.0,320.0,38.0,663.0,8.9,4.3,0.0,,1025.6,,,275,Mace Head
2004-02-09,15.4,20.0,200.0,27.0,175.0,9.8,5.7,0.0,,1028.6,,,275,Mace Head
2004-02-10,14.6,22.0,210.0,28.0,366.0,10.4,9.1,0.1,,1026.7,,,275,Mace Head
2004-02-11,8.0,13.0,120.0,17.0,638.0,10.4,4.6,0.0,,1027.5,,,275,Mace Head
2004-02-12,8.9,15.0,180.0,18.0,303.0,9.5,4.4,1.9,,1026.0,,,275,Mace Head
2004-02-13,4.5,11.0,100.0,13.0,874.0,11.2,4.9,0.1,,1028.8,,,275,Mace Head
2004-02-14,7.5,11.0,100.0,13.0,374.0,8.8,4.7,0.0,,,,,275,Mace Head
2004-02-15,10.8,15.0,110.0,19.0,349.0,9.5,6.4,0.2,,,,,275,Mace Head
2004-02-16,11.1,18.0,350.0,24.0,678.0,10.3,5.2,0.1,,,,,275,Mace Head
2004-02-17,6.6,13.0,80.0,17.0,856.0,9.9,3.2,0.2,,,,,275,Mace Head
2004-02-18,9.3,15.0,150.0,19.0,900.0,9.1,1.9,0.0,,1031.1,,,275,Mace Head
2004-02-19,8.2,13.0,80.0,17.0,865.0,8.5,0.2,0.0,,1029.2,,,275,Mace Head
2004-02-20,9.9,16.0,70.0,22.0,925.0,7.3,1.5,0.0,,1023.4,,,275,Mace Head
2004-02-21,11.8,20.0,70.0,29.0,939.0,7.2,1.1,0.0,,1018.8,,,275,Mace Head
2004-02-22,12.3,23.0,30.0,30.0,842.0,7.5,0.4,0.0,,1024.3,,,275,Mace Head
2004-02-23,7.2,19.0,300.0,25.0,794.0,7.3,0.9,0.3,,1025.8,,,275,Mace Head
2004-02-24,11.8,19.0,320.0,25.0,444.0,9.3,3.2,1.0,,1018.7,,,275,Mace Head
2004-02-25,10.3,27.0,350.0,33.0,901.0,6.5,1.1,0.1,,1016.6,,,275,Mace Head
2004-02-26,15.7,35.0,350.0,48.0,817.0,5.6,0.2,2.0,,1011.1,,,275,Mace Head
2004-02-27,13.4,23.0,340.0,30.0,989.0,5.1,0.1,0.4,,1010.2,,,275,Mace Head
2004-02-28,5.0,12.0,340.0,15.0,951.0,7.3,-0.9,0.0,,1014.7,,,275,Mace Head
2004-02-29,8.3,17.0,160.0,23.0,1170.0,8.1,1.0,0.0,,1022.8,,,275,Mace Head
2004-03-01,16.1,22.0,140.0,29.0,1075.0,8.6,3.5,0.0,,1028.4,,,275,Mace Head
2004-03-02,22.0,29.0,150.0,37.0,202.0,8.1,5.1,2.4,,1020.1,,,275,Mace Head
2004-03-03,13.0,23.0,160.0,31.0,1062.0,10.9,7.7,6.8,,1011.5,,,275,Mace Head
2004-03-04,8.7,22.0,240.0,29.0,1066.0,10.4,5.9,2.0,,1014.5,,,275,Mace Head
2004-03-05,5.4,15.0,280.0,19.0,1284.0,10.3,2.4,0.2,,1019.8,,,275,Mace Head
2004-03-06,6.3,15.0,330.0,18.0,1143.0,10.5,2.9,0.2,,1024.8,,,275,Mace Head
2004-03-07,3.9,12.0,100.0,14.0,1040.0,10.7,3.1,0.0,,1028.1,,,275,Mace Head
2004-03-08,16.5,24.0,130.0,32.0,1216.0,9.2,1.8,0.0,,1029.4,,,275,Mace Head
2004-03-09,18.5,24.0,130.0,31.0,570.0,9.0,4.2,0.0,,1028.1,,,275,Mace Head
2004-03-10,20.5,31.0,120.0,40.0,861.0,8.1,1.6,0.0,,1017.6,,,275,Mace Head
2004-03-11,30.2,38.0,120.0,53.0,165.0,6.4,3.0,11.7,,998.9,,,275,Mace Head
2004-03-12,8.7,21.0,110.0,29.0,864.0,8.4,5.1,4.0,,994.3,,,275,Mace Head
2004-03-13,15.8,25.0,190.0,36.0,729.0,8.3,5.5,5.5,,996.6,,,275,Mace Head
2004-03-14,23.6,35.0,250.0,45.0,1098.0,10.3,7.5,5.4,,997.7,,,275,Mace Head
2004-03-15,19.2,30.0,210.0,37.0,422.0,10.9,9.3,5.0,,1006.6,,,275,Mace Head
2004-03-16,24.6,31.0,190.0,41.0,321.0,10.9,9.0,7.8,,1008.0,,,275,Mace Head
2004-03-17,15.9,24.0,230.0,30.0,1490.0,11.2,8.8,0.0,,1015.7,,,275,Mace Head
2004-03-18,21.3,32.0,180.0,43.0,1173.0,9.4,5.7,9.4,,1006.9,,,275,Mace Head
2004-03-19,22.9,40.0,230.0,53.0,1115.0,11.0,5.8,12.9,,995.2,,,275,Mace Head
2004-03-20,33.7,49.0,250.0,69.0,1135.0,11.2,4.9,2.9,,990.3,,,275,Mace Head
2004-03-21,30.5,41.0,260.0,52.0,936.0,10.0,5.2,2.4,,1001.6,,,275,Mace Head
2004-03-22,21.8,35.0,300.0,45.0,1306.0,8.9,3.7,3.1,,1015.5,,,275,Mace Head
2004-03-23,12.5,21.0,340.0,28.0,1391.0,10.2,4.0,0.0,,1024.5,,,275,Mace Head
2004-03-24,11.0,21.0,310.0,26.0,1224.0,10.2,3.1,0.0,,1030.2,,,275,Mace Head
2004-03-25,15.0,26.0,350.0,36.0,1531.0,12.2,6.2,0.1,,1026.1,,,275,Mace Head
2004-03-26,8.1,14.0,300.0,16.0,812.0,11.2,6.9,0.0,,1024.6,,,275,Mace Head
2004-03-27,8.8,19.0,250.0,23.0,1658.0,10.8,7.1,0.1,,1016.1,,,275,Mace Head
2004-03-28,10.2,19.0,280.0,23.0,1452.0,11.9,7.9,0.2,,1013.9,,,275,Mace Head
2004-03-29,3.7,10.0,140.0,14.0,1644.0,12.2,7.7,0.0,,1017.1,,,275,Mace Head
2004-03-30,13.3,20.0,120.0,26.0,1072.0,12.7,6.3,0.0,,1009.5,,,275,Mace Head
2004-03-31,14.6,22.0,100.0,30.0,1322.0,13.5,5.7,0.0,,1000.0,,,275,Mace Head
2004-04-01,14.3,21.0,110.0,26.0,743.0,13.1,7.2,1.4,,994.0,,,275,Mace Head
2004-04-02,13.8,23.0,190.0,29.0,1636.0,12.6,6.8,5.9,,993.0,,,275,Mace Head
2004-04-03,18.7,26.0,220.0,39.0,1334.0,9.9,6.0,11.6,,998.8,,,275,Mace Head
2004-04-04,24.3,34.0,270.0,44.0,1555.0,9.8,6.5,1.8,,1007.4,,,275,Mace Head
2004-04-05,25.3,32.0,270.0,44.0,1487.0,10.6,6.8,2.0,,1012.5,,,275,Mace Head
2004-04-06,21.6,31.0,310.0,45.0,1492.0,10.5,6.5,0.6,,1015.2,,,275,Mace Head
2004-04-07,12.3,21.0,340.0,25.0,1745.0,11.5,4.7,0.2,,1020.8,,,275,Mace Head
2004-04-08,9.5,21.0,340.0,25.0,764.0,10.7,3.7,0.0,,1021.8,,,275,Mace Head
2004-04-09,12.8,22.0,340.0,26.0,1821.0,14.1,8.4,0.1,,1020.3,,,275,Mace Head
2004-04-10,10.4,17.0,350.0,21.0,1354.0,13.6,8.4,0.0,,1020.2,,,275,Mace Head
2004-04-11,3.4,9.0,280.0,12.0,1014.0,11.6,7.7,0.0,,1022.2,,,275,Mace Head
2004-04-12,7.1,15.0,280.0,17.0,1754.0,12.5,8.5,0.0,,1025.8,,,275,Mace Head
2004-04-13,14.8,21.0,230.0,27.0,466.0,11.3,9.4,1.2,,1020.9,,,275,Mace Head
2004-04-14,17.9,32.0,180.0,42.0,673.0,11.7,7.3,9.5,,1007.5,,,275,Mace Head
2004-04-15,12.4,22.0,210.0,30.0,1903.0,9.9,4.3,5.5,,1004.8,,,275,Mace Head
2004-04-16,7.3,14.0,290.0,17.0,2116.0,11.0,3.0,0.0,,1006.9,,,275,Mace Head
2004-04-17,20.9,33.0,200.0,43.0,706.0,10.2,4.1,14.0,,992.5,,,275,Mace Head
2004-04-18,11.0,21.0,310.0,29.0,1543.0,8.3,2.1,4.4,,981.1,,,275,Mace Head
2004-04-19,16.8,25.0,290.0,32.0,2085.0,10.9,5.4,0.9,,985.1,,,275,Mace Head
2004-04-20,18.3,29.0,150.0,41.0,668.0,11.3,7.7,5.7,,984.6,,,275,Mace Head
2004-04-21,24.8,44.0,180.0,58.0,1565.0,12.0,8.7,6.5,,988.1,,,275,Mace Head
2004-04-22,15.8,26.0,250.0,33.0,2020.0,12.5,7.6,0.4,,1008.4,,,275,Mace Head
2004-04-23,16.2,23.0,190.0,29.0,502.0,11.9,10.4,0.4,,1016.3,,,275,Mace Head
2004-04-24,15.3,25.0,190.0,32.0,771.0,12.8,10.2,0.0,,1019.5,,,275,Mace Head
2004-04-25,8.1,13.0,190.0,17.0,1992.0,13.7,9.2,0.4,,1021.5,,,275,Mace Head
2004-04-26,13.0,19.0,300.0,23.0,1668.0,13.4,8.9,0.6,,1019.9,,,275,Mace Head
2004-04-27,16.3,26.0,340.0,33.0,2002.0,13.1,8.6,0.0,,1020.4,,,275,Mace Head
2004-04-28,17.3,26.0,340.0,33.0,1756.0,13.8,8.2,0.0,,1018.2,,,275,Mace Head
2004-04-29,19.6,31.0,350.0,40.0,2373.0,12.3,7.2,0.0,,1013.2,,,275,Mace Head
2004-04-30,15.0,24.0,340.0,30.0,861.0,13.2,7.3,0.0,,1009.2,,,275,Mace Head
2004-05-01,10.5,19.0,340.0,23.0,2478.0,17.0,7.6,0.0,,1008.8,,,275,Mace Head
2004-05-02,9.8,22.0,300.0,33.0,1838.0,13.5,6.1,0.0,,1007.7,,,275,Mace Head
2004-05-03,21.1,37.0,270.0,47.0,1868.0,12.1,7.1,6.4,,995.7,,,275,Mace Head
2004-05-04,33.1,43.0,300.0,58.0,1479.0,10.4,5.9,5.1,,979.0,,,275,Mace Head
2004-05-05,27.3,34.0,320.0,44.0,1826.0,10.6,5.9,1.5,,985.0,,,275,Mace Head
2004-05-06,22.1,28.0,300.0,36.0,1423.0,10.9,7.1,2.4,,994.5,,,275,Mace Head
2004-05-07,13.7,20.0,300.0,24.0,2363.0,12.5,7.3,0.8,,1004.9,,,275,Mace Head
2004-05-08,5.7,10.0,180.0,11.0,2359.0,13.2,8.0,0.0,,1008.0,,,275,Mace Head
2004-05-09,9.2,18.0,340.0,23.0,2464.0,16.0,8.0,0.0,,1010.7,,,275,Mace Head
2004-05-10,12.3,18.0,340.0,23.0,1245.0,13.7,10.1,0.0,,1016.7,,,275,Mace Head
2004-05-11,7.4,14.0,270.0,17.0,1672.0,13.9,9.9,0.0,,1021.2,,,275,Mace Head
2004-05-12,8.1,12.0,260.0,14.0,1633.0,12.2,9.5,0.0,,1023.2,,,275,Mace Head
2004-05-13,6.5,10.0,260.0,13.0,1551.0,13.8,10.7,0.0,,,,,275,Mace Head
2004-05-14,9.9,14.0,210.0,18.0,1420.0,14.2,11.5,0.2,,,,,275,Mace Head
2004-05-15,8.3,15.0,200.0,19.0,1556.0,13.8,11.2,0.0,,,,,275,Mace Head
2004-05-16,9.8,15.0,240.0,18.0,878.0,12.9,11.0,0.0,,,,,275,Mace Head
2004-05-17,10.2,16.0,300.0,21.0,2538.0,13.9,9.9,0.1,,,,,275,Mace Head
2004-05-18,12.1,17.0,250.0,22.0,2216.0,14.0,10.1,0.0,,,,,275,Mace Head
2004-05-19,10.9,16.0,230.0,20.0,2056.0,14.8,9.9,0.2,,,,,275,Mace Head
2004-05-20,12.5,21.0,350.0,27.0,2636.0,14.3,8.0,0.0,,,,,275,Mace Head
2004-05-21,11.1,18.0,350.0,24.0,2373.0,14.7,6.8,0.0,,1026.6,,,275,Mace Head
2004-05-22,8.0,17.0,60.0,22.0,2901.0,15.7,5.8,0.0,,1028.6,,,275,Mace Head
2004-05-23,6.1,11.0,280.0,12.0,2281.0,14.9,10.4,0.0,,1027.8,,,275,Mace Head
2004-05-24,5.7,12.0,340.0,14.0,2710.0,16.7,10.4,0.0,,1025.6,,,275,Mace Head
2004-05-25,7.1,12.0,90.0,16.0,2803.0,18.5,8.6,0.0,,1020.6,,,275,Mace Head
2004-05-26,6.7,12.0,110.0,14.0,2348.0,18.1,10.8,0.0,,1016.5,,,275,Mace Head
2004-05-27,15.5,22.0,120.0,32.0,1844.0,19.2,10.3,2.2,,1012.2,,,275,Mace Head
2004-05-28,19.8,27.0,150.0,35.0,2337.0,15.3,12.9,1.0,,1008.1,,,275,Mace Head
